Name,Surah,Ayat,Arabic
The Spider,29,68,وَمَنْ أَظْلَمُ مِمَّنْ ٱفْتَرَىٰ عَلَى ٱللَّهِ كَذِباً أَوْ كَذَّبَ بِٱلْحَقِّ لَمَّا جَآءَهُ أَلَيْسَ فِي جَهَنَّمَ مَثْوًى لِّلْكَافِرِينَ
The Spider,29,69,وَٱلَّذِينَ جَاهَدُواْ فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا وَإِنَّ ٱللَّهَ لَمَعَ ٱلْمُحْسِنِينَ
The Romans,30,1,الۤـمۤ
The Romans,30,2,غُلِبَتِ ٱلرُّومُ
The Romans,30,3,فِيۤ أَدْنَى ٱلأَرْضِ وَهُم مِّن بَعْدِ غَلَبِهِمْ سَيَغْلِبُونَ
The Romans,30,4,فِي بِضْعِ سِنِينَ لِلَّهِ ٱلأَمْرُ مِن قَبْلُ وَمِن بَعْدُ وَيَوْمَئِذٍ يَفْرَحُ ٱلْمُؤْمِنُونَ
The Romans,30,5,بِنَصْرِ ٱللَّهِ يَنصُرُ مَن يَشَآءُ وَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ
The Romans,30,6,وَعْدَ ٱللَّهِ لاَ يُخْلِفُ ٱللَّهُ وَعْدَهُ وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لاَ يَعْلَمُونَ
The Romans,30,7,يَعْلَمُونَ ظَاهِراً مِّنَ ٱلْحَيَاةِ ٱلدُّنْيَا وَهُمْ عَنِ ٱلآخِرَةِ هُمْ غَافِلُونَ
The Romans,30,8,أَوَلَمْ يَتَفَكَّرُواْ فِيۤ أَنفُسِهِمْ مَّا خَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ وَمَا بَيْنَهُمَآ إِلاَّ بِٱلْحَقِّ وَأَجَلٍ مُّسَمًّى وَإِنَّ كَثِيراً مِّنَ ٱلنَّاسِ بِلِقَآءِ رَبِّهِمْ لَكَافِرُونَ
The Romans,30,9,أَوَلَمْ يَسيرُواْ فِي ٱلأَرْضِ فَيَنظُرُواْ كَيْفَ كَانَ عَاقِبَةُ ٱلَّذِينَ مِن قَبْلِهِمْ كَانُوۤاْ أَشَدَّ مِنْهُمْ قُوَّةً وَأَثَارُواْ ٱلأَرْضَ وَعَمَرُوهَآ أَكْثَرَ مِمَّا عَمَرُوهَا وَجَآءَتْهُمْ رُسُلُهُم بِٱلْبَيِّنَاتِ فَمَا كَانَ ٱللَّهُ لِيَظْلِمَهُمْ وَلَـٰكِن كَانُوۤاْ أَنفُسَهُمْ يَظْلِمُونَ
The Romans,30,10,ثُمَّ كَانَ عَاقِبَةَ ٱلَّذِينَ أَسَاءُواْ ٱلسُّوۤأَىٰ أَن كَذَّبُواْ بِآيَاتِ ٱللَّهِ وَكَانُواْ بِهَا يَسْتَهْزِئُونَ
The Romans,30,11,ٱللَّهُ يَبْدَؤُاْ ٱلْخَلْقَ ثُمَّ يُعِيدُهُ ثُمَّ إِلَيْهِ تُرْجَعُونَ
The Romans,30,12,وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يُبْلِسُ ٱلْمُجْرِمُونَ
The Romans,30,13,وَلَمْ يَكُن لَّهُمْ مِّن شُرَكَآئِهِمْ شُفَعَاءُ وَكَانُواْ بِشُرَكَآئِهِمْ كَافِرِينَ
The Romans,30,14,وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يَوْمَئِذٍ يَتَفَرَّقُونَ
The Romans,30,15,فَأَمَّا ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ فَهُمْ فِي رَوْضَةٍ يُحْبَرُونَ
The Romans,30,16,وَأَمَّا ٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِآيَاتِنَا وَلِقَآءِ ٱلآخِرَةِ فَأُوْلَـٰئِكَ فِي ٱلْعَذَابِ مُحْضَرُونَ
The Romans,30,17,فَسُبْحَانَ ٱللَّهِ حِينَ تُمْسُونَ وَحِينَ تُصْبِحُونَ
The Romans,30,18,وَلَهُ ٱلْحَمْدُ فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَعَشِيّاً وَحِينَ تُظْهِرُونَ
The Romans,30,19,يُخْرِجُ ٱلْحَيَّ مِنَ ٱلْمَيِّتِ وَيُخْرِجُ ٱلْمَيِّتَ مِنَ ٱلْحَيِّ وَيُحْي ٱلأَرْضَ بَعْدَ مَوْتِهَا وَكَذَلِكَ تُخْرَجُونَ
The Romans,30,20,وَمِنْ آيَاتِهِ أَنْ خَلَقَكُمْ مِّن تُرَابٍ ثُمَّ إِذَآ أَنتُمْ بَشَرٌ تَنتَشِرُونَ
The Romans,30,21,وَمِنْ آيَاتِهِ أَنْ خَلَقَ لَكُم مِّنْ أَنفُسِكُمْ أَزْوَاجاً لِّتَسْكُنُوۤاْ إِلَيْهَا وَجَعَلَ بَيْنَكُم مَّوَدَّةً وَرَحْمَةً إِنَّ فِي ذَلِكَ لآيَاتٍ لِّقَوْمٍ يَتَفَكَّرُونَ
The Romans,30,22,وَمِنْ آيَاتِهِ خَلْقُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَٱخْتِلاَفُ أَلْسِنَتِكُمْ وَأَلْوَانِكُمْ إِنَّ فِي ذٰلِكَ لآيَاتٍ لِّلْعَالِمِينَ
The Romans,30,23,وَمِنْ آيَاتِهِ مَنَامُكُم بِٱلَّيلِ وَٱلنَّهَارِ وَٱبْتِغَآؤُكُمْ مِّن فَضْلِهِ إِنَّ فِي ذَلِكَ لآيَاتٍ لِّقَوْمٍ يَسْمَعُونَ
The Romans,30,24,وَمِنْ آيَاتِهِ يُرِيكُمُ ٱلْبَرْقَ خَوْفاً وَطَمَعاً وَيُنَزِّلُ مِنَ ٱلسَّمَآءِ مَآءً فَيُحْيِي بِهِ ٱلأَرْضَ بَعْدَ مَوْتِهَا إِنَّ فِي ذَلِكَ لآيَاتٍ لِّقَوْمٍ يَعْقِلُونَ
The Romans,30,25,وَمِنْ آيَاتِهِ أَن تَقُومَ ٱلسَّمَآءُ وَٱلأَرْضُ بِأَمْرِهِ ثُمَّ إِذَا دَعَاكُمْ دَعْوَةً مِّنَ ٱلأَرْضِ إِذَآ أَنتُمْ تَخْرُجُونَ
The Romans,30,26,وَلَهُ مَن فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ كُلٌّ لَّهُ قَانِتُونَ
The Romans,30,27,وَهُوَ ٱلَّذِي يَبْدَؤُاْ ٱلْخَلْقَ ثُمَّ يُعِيدُهُ وَهُوَ أَهْوَنُ عَلَيْهِ وَلَهُ ٱلْمَثَلُ ٱلأَعْلَىٰ فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ
The Romans,30,28,ضَرَبَ لَكُمْ مَّثَلاً مِّنْ أَنفُسِكُمْ هَلْ لَّكُمْ مِّن مَّا مَلَكَتْ أَيْمَانُكُمْ مِّن شُرَكَآءَ فِي مَا رَزَقْنَاكُمْ فَأَنتُمْ فِيهِ سَوَآءٌ تَخَافُونَهُمْ كَخِيفَتِكُمْ أَنفُسَكُمْ كَذَلِكَ نُفَصِّلُ ٱلآيَاتِ لِقَوْمٍ يَعْقِلُونَ
The Romans,30,29,بَلِ ٱتَّبَعَ ٱلَّذِينَ ظَلَمُوۤاْ أَهْوَآءَهُمْ بِغَيْرِ عِلْمٍ فَمَن يَهْدِي مَنْ أَضَلَّ ٱللَّهُ وَمَا لَهُمْ مِّن نَّاصِرِينَ
The Romans,30,30,فَأَقِمْ وَجْهَكَ لِلدِّينِ حَنِيفاً فِطْرَتَ ٱللَّهِ ٱلَّتِي فَطَرَ ٱلنَّاسَ عَلَيْهَا لاَ تَبْدِيلَ لِخَلْقِ ٱللَّهِ ذَلِكَ ٱلدِّينُ ٱلْقَيِّمُ وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لاَ يَعْلَمُونَ
The Romans,30,31,مُنِيبِينَ إِلَيْهِ وَٱتَّقُوهُ وَأَقِيمُواْ ٱلصَّلاَةَ وَلاَ تَكُونُواْ مِنَ ٱلْمُشْرِكِينَ
The Romans,30,32,مِنَ ٱلَّذِينَ فَرَّقُواْ دِينَهُمْ وَكَانُواْ شِيَعاً كُلُّ حِزْبٍ بِمَا لَدَيْهِمْ فَرِحُونَ
The Romans,30,33,وَإِذَا مَسَّ ٱلنَّاسَ ضُرٌّ دَعَوْاْ رَبَّهُمْ مُّنِيبِينَ إِلَيْهِ ثُمَّ إِذَآ أَذَاقَهُمْ مِّنْهُ رَحْمَةً إِذَا فَرِيقٌ مِّنْهُمْ بِرَبِّهِمْ يُشْرِكُونَ
The Romans,30,34,لِيَكْفُرُواْ بِمَآ آتَيْنَاهُمْ فَتَمَتَّعُواْ فَسَوْفَ تَعْلَمُونَ
The Romans,30,35,أَمْ أَنزَلْنَا عَلَيْهِمْ سُلْطَاناً فَهُوَ يَتَكَلَّمُ بِمَا كَانُواْ بِهِ يُشْرِكُونَ
The Romans,30,36,وَإِذَآ أَذَقْنَا ٱلنَّاسَ رَحْمَةً فَرِحُواْ بِهَا وَإِن تُصِبْهُمْ سَيِّئَةٌ بِمَا قَدَّمَتْ أَيْدِيهِمْ إِذَا هُمْ يَقْنَطُونَ
The Romans,30,37,أَوَلَمْ يَرَوْاْ أَنَّ ٱللَّهَ يَبْسُطُ ٱلرِّزْقَ لِمَن يَشَآءُ وَيَقْدِرُ إِنَّ فِي ذَلِكَ لآيَاتٍ لِّقَوْمٍ يُؤْمِنُونَ
The Romans,30,38,فَآتِ ذَا ٱلْقُرْبَىٰ حَقَّهُ وَٱلْمِسْكِينَ وَٱبْنَ ٱلسَّبِيلِ ذَلِكَ خَيْرٌ لِّلَّذِينَ يُرِيدُونَ وَجْهَ ٱللَّهِ وَأُوْلَـٰئِكَ هُمُ ٱلْمُفْلِحُونَ
The Romans,30,39,وَمَآ آتَيْتُمْ مِّن رِّباً لِّيَرْبُوَاْ فِي أَمْوَالِ ٱلنَّاسِ فَلاَ يَرْبُواْ عِندَ ٱللَّهِ وَمَآ آتَيْتُمْ مِّن زَكَاةٍ تُرِيدُونَ وَجْهَ ٱللَّهِ فَأُوْلَـٰئِكَ هُمُ ٱلْمُضْعِفُونَ
The Romans,30,40,ٱللَّهُ ٱلَّذِي خَلَقَكُمْ ثُمَّ رَزَقَكُمْ ثُمَّ يُمِيتُكُمْ ثُمَّ يُحْيِيكُمْ هَلْ مِن شُرَكَآئِكُمْ مَّن يَفْعَلُ مِن ذَٰلِكُمْ مِّن شَيْءٍ سُبْحَانَهُ وَتَعَالَىٰ عَمَّا يُشْرِكُونَ
The Romans,30,41,ظَهَرَ ٱلْفَسَادُ فِي ٱلْبَرِّ وَٱلْبَحْرِ بِمَا كَسَبَتْ أَيْدِي ٱلنَّاسِ لِيُذِيقَهُمْ بَعْضَ ٱلَّذِي عَمِلُواْ لَعَلَّهُمْ يَرْجِعُونَ
The Romans,30,42,قُلْ سِيرُواْ فِي ٱلأَرْضِ فَٱنْظُرُواْ كَيْفَ كَانَ عَاقِبَةُ ٱلَّذِينَ مِن قَبْلُ كَانَ أَكْثَرُهُمْ مُّشْرِكِينَ
The Romans,30,43,فَأَقِمْ وَجْهَكَ لِلدِّينِ ٱلْقِيِّمِ مِن قَبْلِ أَن يَأْتِيَ يَوْمٌ لاَّ مَرَدَّ لَهُ مِنَ ٱللَّهِ يَوْمَئِذٍ يَصَّدَّعُونَ
The Romans,30,44,مَن كَفَرَ فَعَلَيْهِ كُفْرُهُ وَمَنْ عَمِلَ صَالِحاً فَلأَنفُسِهِمْ يَمْهَدُونَ
The Romans,30,45,لِيَجْزِيَ ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ مِن فَضْلِهِ إِنَّهُ لاَ يُحِبُّ ٱلْكَافِرِينَ
The Romans,30,46,وَمِنْ آيَاتِهِ أَن يُرْسِلَ ٱلرِّيَاحَ مُبَشِّرَاتٍ وَلِيُذِيقَكُمْ مِّن رَّحْمَتِهِ وَلِتَجْرِيَ ٱلْفُلْكُ بِأَمْرِهِ وَلِتَبْتَغُواْ مِن فَضْلِهِ وَلَعَلَّكُمْ تَشْكُرُونَ
The Romans,30,47,وَلَقَدْ أَرْسَلْنَا مِن قَبْلِكَ رُسُلاً إِلَىٰ قَوْمِهِمْ فَجَآءُوهُم بِٱلْبَيِّنَاتِ فَٱنتَقَمْنَا مِنَ ٱلَّذِينَ أَجْرَمُواْ وَكَانَ حَقّاً عَلَيْنَا نَصْرُ ٱلْمُؤْمِنينَ
The Romans,30,48,ٱللَّهُ ٱلَّذِي يُرْسِلُ ٱلرِّيَاحَ فَتُثِيرُ سَحَاباً فَيَبْسُطُهُ فِي ٱلسَّمَآءِ كَيْفَ يَشَآءُ وَيَجْعَلُهُ كِسَفاً فَتَرَى ٱلْوَدْقَ يَخْرُجُ مِنْ خِلاَلِهِ فَإِذَآ أَصَابَ بِهِ مَن يَشَآءُ مِنْ عِبَادِهِ إِذَا هُمْ يَسْتَبْشِرُونَ
The Romans,30,49,وَإِن كَانُواْ مِن قَبْلِ أَن يُنَزَّلَ عَلَيْهِمْ مِّن قَبْلِهِ لَمُبْلِسِينَ
The Romans,30,50,فَٱنظُرْ إِلَىٰ آثَارِ رَحْمَتِ ٱللَّهِ كَيْفَ يُحْيِ ٱلأَرْضَ بَعْدَ مَوْتِهَآ إِنَّ ذَلِكَ لَمُحْيِ ٱلْمَوْتَىٰ وَهُوَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ
The Romans,30,51,وَلَئِنْ أَرْسَلْنَا رِيحاً فَرَأَوْهُ مُصْفَرّاً لَّظَلُّواْ مِن بَعْدِهِ يَكْفُرُونَ
The Romans,30,52,فَإِنَّكَ لاَ تُسْمِعُ ٱلْمَوْتَىٰ وَلاَ تُسْمِعُ ٱلصُّمَّ ٱلدُّعَآءَ إِذَا وَلَّوْاْ مُدْبِرِينَ
The Romans,30,53,وَمَآ أَنتَ بِهَادِ ٱلْعُمْيِ عَن ضَلاَلَتِهِمْ إِن تُسْمِعُ إِلاَّ مَن يُؤْمِنُ بِآيَاتِنَا فَهُمْ مُّسْلِمُونَ
The Romans,30,54,ٱللَّهُ ٱلَّذِي خَلَقَكُمْ مِّن ضَعْفٍ ثُمَّ جَعَلَ مِن بَعْدِ ضَعْفٍ قُوَّةً ثُمَّ جَعَلَ مِن بَعْدِ قُوَّةٍ ضَعْفاً وَشَيْبَةً يَخْلُقُ مَا يَشَآءُ وَهُوَ ٱلْعَلِيمُ ٱلْقَدِيرُ
The Romans,30,55,وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يُقْسِمُ ٱلْمُجْرِمُونَ مَا لَبِثُواْ غَيْرَ سَاعَةٍ كَذَلِكَ كَانُواْ يُؤْفَكُونَ
The Romans,30,56,وَقَالَ ٱلَّذِينَ أُوتُواْ ٱلْعِلْمَ وَٱلإِيمَانَ لَقَدْ لَبِثْتُمْ فِي كِتَابِ ٱللَّهِ إِلَىٰ يَوْمِ ٱلْبَعْثِ فَهَـٰذَا يَوْمُ ٱلْبَعْثِ وَلَـٰكِنَّكُمْ كُنتمْ لاَ تَعْلَمُونَ
The Romans,30,57,فَيَوْمَئِذٍ لاَّ ينفَعُ ٱلَّذِينَ ظَلَمُواْ مَعْذِرَتُهُمْ وَلاَ هُمْ يُسْتَعْتَبُونَ
The Romans,30,58,وَلَقَدْ ضَرَبْنَا لِلنَّاسِ فِي هَـٰذَا ٱلْقُرْآنِ مِن كُلِّ مَثَلٍ وَلَئِن جِئْتَهُمْ بِآيَةٍ لَّيَقُولَنَّ ٱلَّذِينَ كَفَرُوۤاْ إِنْ أَنتُمْ إِلاَّ مُبْطِلُونَ
The Romans,30,59,كَذَلِكَ يَطْبَعُ ٱللَّهُ عَلَىٰ قُلُوبِ ٱلَّذِينَ لاَ يَعْلَمُونَ
The Romans,30,60,فَٱصْبِرْ إِنَّ وَعْدَ ٱللَّهِ حَقٌّ وَلاَ يَسْتَخِفَّنَّكَ ٱلَّذِينَ لاَ يُوقِنُونَ
Luqmân,31,1,الۤـمۤ
Luqmân,31,2,تِلْكَ آيَاتُ ٱلْكِتَابِ ٱلْحَكِيمِ
Luqmân,31,3,هُدًى وَرَحْمَةً لِّلْمُحْسِنِينَ
Luqmân,31,4,ٱلَّذِينَ يُقِيمُونَ ٱلصَّلاَةَ وَيُؤْتُونَ ٱلزَّكَاةَ وَهُمْ بِٱلآخِرَةِ هُمْ يُوقِنُونَ
Luqmân,31,5,أُوْلَـٰئِكَ عَلَىٰ هُدًى مِّن رَّبِّهِمْ وَأُوْلَـٰئِكَ هُمُ ٱلْمُفْلِحُونَ
Luqmân,31,6,وَمِنَ ٱلنَّاسِ مَن يَشْتَرِي لَهْوَ ٱلْحَدِيثِ لِيُضِلَّ عَن سَبِيلِ ٱللَّهِ بِغَيْرِ عِلْمٍ وَيَتَّخِذَهَا هُزُواً أُوْلَـٰئِكَ لَهُمْ عَذَابٌ مُّهِينٌ
Luqmân,31,7,وَإِذَا تُتْلَىٰ عَلَيْهِ ءَايَاتُنَا وَلَّىٰ مُسْتَكْبِراً كَأَن لَّمْ يَسْمَعْهَا كَأَنَّ فِيۤ أُذُنَيْهِ وَقْراً فَبَشِّرْهُ بِعَذَابٍ أَلِيمٍ
Luqmân,31,8,إِنَّ ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ لَهُمْ جَنَّاتُ ٱلنَّعِيمِ
Luqmân,31,9,خَالِدِينَ فِيهَا وَعْدَ ٱللَّهِ حَقّاً وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ
Luqmân,31,10,خَلَقَ ٱلسَّمَٰوَٰتِ بِغَيْرِ عَمَدٍ تَرَوْنَهَا وَأَلْقَىٰ فِي ٱلأَرْضِ رَوَاسِيَ أَن تَمِيدَ بِكُمْ وَبَثَّ فِيهَا مِن كُلِّ دَآبَّةٍ وَأَنزَلْنَا مِنَ ٱلسَّمَآءِ مَآءً فَأَنْبَتْنَا فِيهَا مِن كُلِّ زَوْجٍ كَرِيمٍ
Luqmân,31,11,هَـٰذَا خَلْقُ ٱللَّهِ فَأَرُونِي مَاذَا خَلَقَ ٱلَّذِينَ مِن دُونِهِ بَلِ ٱلظَّالِمُونَ فِي ضَلاَلٍ مُّبِينٍ
Luqmân,31,12,وَلَقَدْ آتَيْنَا لُقْمَانَ ٱلْحِكْمَةَ أَنِ ٱشْكُرْ للَّهِ وَمَن يَشْكُرْ فَإِنَّمَا يَشْكُرُ لِنَفْسِهِ وَمَن كَفَرَ فَإِنَّ ٱللَّهَ غَنِيٌّ حَمِيدٌ
Luqmân,31,13,وَإِذْ قَالَ لُقْمَانُ لابْنِهِ وَهُوَ يَعِظُهُ يٰبُنَيَّ لاَ تُشْرِكْ بِٱللَّهِ إِنَّ ٱلشِّرْكَ لَظُلْمٌ عَظِيمٌ
Luqmân,31,14,وَوَصَّيْنَا ٱلإِنْسَانَ بِوَالِدَيْهِ حَمَلَتْهُ أُمُّهُ وَهْناً عَلَىٰ وَهْنٍ وَفِصَالُهُ فِي عَامَيْنِ أَنِ ٱشْكُرْ لِي وَلِوَالِدَيْكَ إِلَيَّ ٱلْمَصِيرُ
Luqmân,31,15,وَإِن جَاهَدَاكَ عَلَىٰ أَن تُشْرِكَ بِي مَا لَيْسَ لَكَ بِهِ عِلْمٌ فَلاَ تُطِعْهُمَا وَصَاحِبْهُمَا فِي ٱلدُّنْيَا مَعْرُوفاً وَٱتَّبِعْ سَبِيلَ مَنْ أَنَابَ إِلَيَّ ثُمَّ إِلَيَّ مَرْجِعُكُمْ فَأُنَبِّئُكُمْ بِمَا كُنتُمْ تَعْمَلُونَ
Luqmân,31,16,يٰبُنَيَّ إِنَّهَآ إِن تَكُ مِثْقَالَ حَبَّةٍ مِّنْ خَرْدَلٍ فَتَكُنْ فِي صَخْرَةٍ أَوْ فِي ٱلسَّمَٰوَٰتِ أَوْ فِي ٱلأَرْضِ يَأْتِ بِهَا ٱللَّهُ إِنَّ ٱللَّهَ لَطِيفٌ خَبِيرٌ
